date,predicted_play_count,artist_id
2015-09-01,0,023406156015ef87f99521f3b343f71f
2015-09-02,608,023406156015ef87f99521f3b343f71f
2015-09-03,0,023406156015ef87f99521f3b343f71f
2015-09-04,0,023406156015ef87f99521f3b343f71f
2015-09-05,608,023406156015ef87f99521f3b343f71f
2015-09-06,0,023406156015ef87f99521f3b343f71f
2015-09-07,0,023406156015ef87f99521f3b343f71f
2015-09-08,608,023406156015ef87f99521f3b343f71f
2015-09-09,0,023406156015ef87f99521f3b343f71f
2015-09-10,0,023406156015ef87f99521f3b343f71f
2015-09-11,608,023406156015ef87f99521f3b343f71f
2015-09-12,0,023406156015ef87f99521f3b343f71f
2015-09-13,0,023406156015ef87f99521f3b343f71f
2015-09-14,608,023406156015ef87f99521f3b343f71f
2015-09-15,0,023406156015ef87f99521f3b343f71f
2015-09-16,0,023406156015ef87f99521f3b343f71f
2015-09-17,608,023406156015ef87f99521f3b343f71f
2015-09-18,0,023406156015ef87f99521f3b343f71f
2015-09-19,0,023406156015ef87f99521f3b343f71f
2015-09-20,608,023406156015ef87f99521f3b343f71f
2015-09-21,0,023406156015ef87f99521f3b343f71f
2015-09-22,0,023406156015ef87f99521f3b343f71f
2015-09-23,608,023406156015ef87f99521f3b343f71f
2015-09-24,0,023406156015ef87f99521f3b343f71f
2015-09-25,0,023406156015ef87f99521f3b343f71f
2015-09-26,608,023406156015ef87f99521f3b343f71f
2015-09-27,0,023406156015ef87f99521f3b343f71f
2015-09-28,0,023406156015ef87f99521f3b343f71f
2015-09-29,608,023406156015ef87f99521f3b343f71f
2015-09-30,0,023406156015ef87f99521f3b343f71f
2015-10-01,0,023406156015ef87f99521f3b343f71f
2015-10-02,608,023406156015ef87f99521f3b343f71f
2015-10-03,0,023406156015ef87f99521f3b343f71f
2015-10-04,0,023406156015ef87f99521f3b343f71f
2015-10-05,608,023406156015ef87f99521f3b343f71f
2015-10-06,0,023406156015ef87f99521f3b343f71f
2015-10-07,0,023406156015ef87f99521f3b343f71f
2015-10-08,608,023406156015ef87f99521f3b343f71f
2015-10-09,0,023406156015ef87f99521f3b343f71f
2015-10-10,0,023406156015ef87f99521f3b343f71f
2015-10-11,608,023406156015ef87f99521f3b343f71f
2015-10-12,0,023406156015ef87f99521f3b343f71f
2015-10-13,0,023406156015ef87f99521f3b343f71f
2015-10-14,608,023406156015ef87f99521f3b343f71f
2015-10-15,0,023406156015ef87f99521f3b343f71f
2015-10-16,0,023406156015ef87f99521f3b343f71f
2015-10-17,608,023406156015ef87f99521f3b343f71f
2015-10-18,0,023406156015ef87f99521f3b343f71f
2015-10-19,0,023406156015ef87f99521f3b343f71f
2015-10-20,608,023406156015ef87f99521f3b343f71f
2015-10-21,0,023406156015ef87f99521f3b343f71f
